psi,theta,phi,x,y,z
-1.759291886,0.878406759,0,-0.144231664,-0.75608886,0.638378308
-1.759291886,0.895284093,0,-0.146229896,-0.76656396,0.625297139
-1.759291886,0.912161427,0,-0.148186477,-0.776820715,0.612037863
-1.759291886,0.929038761,0,-0.150100848,-0.786856202,0.598604254
-1.759291886,0.945916095,0,-0.151972465,-0.796667562,0.585000141
-1.759291886,0.962793429,0,-0.153800795,-0.806252002,0.571229398
-1.759291886,0.979670762,0,-0.155585316,-0.81560679,0.557295948
-1.759291886,0.996548096,0,-0.157325521,-0.824729263,0.543203758
-1.759291886,1.01342543,0,-0.159020914,-0.833616823,0.528956843
-1.759291886,1.030302764,0,-0.160671011,-0.842266936,0.514559262
-1.759291886,1.047180098,0,-0.162275343,-0.850677141,0.500015115
-1.759291886,1.064057432,0,-0.163833454,-0.85884504,0.485328545
-1.759291886,1.080934766,0,-0.165344898,-0.866768308,0.470503735
-1.759291886,1.0978121,0,-0.166809246,-0.874444688,0.455544907
-1.696460033,-0.589921287,0,0.069722328,0.551909058,0.830984469
-1.696460033,-0.573043953,0,0.067954708,0.537916904,0.840254463
-1.696460033,-0.556166619,0,0.066167732,0.523771531,0.84928512
-1.696460033,-0.539289286,0,0.064361909,0.509476968,0.858073869
-1.696460033,-0.522411952,0,0.062537753,0.495037287,0.866618206
-1.696460033,-0.505534618,0,0.060695784,0.4804566,0.874915697
-1.696460033,-0.488657284,0,0.058836526,0.465739061,0.88296398
-1.696460033,-0.47177995,0,0.05696051,0.450888863,0.890760761
-1.696460033,-0.454902616,0,0.055068269,0.435910234,0.89830382
-1.696460033,-0.438025282,0,0.053160343,0.420807441,0.905591009
-1.696460033,-0.421147949,0,0.051237274,0.405584787,0.912620251
-1.696460033,-0.404270615,0,0.049299611,0.390246607,0.919389544
-1.696460033,-0.387393281,0,0.047347906,0.37479727,0.925896961
-1.696460033,-0.370515947,0,0.045382715,0.359241177,0.932140647
-1.696460033,-0.353638613,0,0.043404596,0.343582758,0.938118825
-1.696460033,-0.336761279,0,0.041414115,0.327826474,0.943829791
-1.696460033,-0.319883945,0,0.039411837,0.311976813,0.949271919
-1.696460033,-0.303006611,0,0.037398333,0.296038289,0.954443658
-1.696460033,-0.286129278,0,0.035374177,0.280015442,0.959343536
-1.696460033,-0.269251944,0,0.033339945,0.263912836,0.963970157
-1.696460033,-0.25237461,0,0.031296216,0.247735058,0.968322203
-1.696460033,-0.235497276,0,0.029243573,0.231486715,0.972398434
-1.696460033,-0.218619942,0,0.0271826,0.215172436,0.976197689
-1.696460033,-0.201742608,0,0.025113885,0.198796869,0.979718887
-1.696460033,-0.184865274,0,0.023038016,0.182364676,0.982961024
-1.696460033,-0.167987941,0,0.020955585,0.165880539,0.985923177
-1.696460033,-0.151110607,0,0.018867186,0.149349153,0.988604501
-1.696460033,-0.134233273,0,0.016773412,0.132775227,0.991004234
-1.696460033,-0.117355939,0,0.01467486,0.116163481,0.993121691
-1.696460033,-0.100478605,0,0.012572129,0.099518648,0.994956271
-1.696460033,-0.083601271,0,0.010465816,0.082845468,0.996507449
-1.696460033,-0.066723937,0,0.008356523,0.06614869,0.997774784
-1.696460033,-0.049846603,0,0.006244849,0.049433071,0.998757915
-1.696460033,-0.03296927,0,0.004131397,0.032703372,0.999456563
-1.696460033,-0.016091936,0,0.002016767,0.015964357,0.999870528
-1.696460033,0.000785398,0,-9.84E-05,-0.000779205,0.999999692
-1.696460033,0.017662732,0,-0.002213612,-0.017522545,0.999844018
-1.696460033,0.034540066,0,-0.004328157,-0.034260894,0.999403551
-1.696460033,0.0514174,0,-0.00644147,-0.050989484,0.998678417
-1.696460033,0.068294734,0,-0.008552947,-0.06770355,0.997668821
-1.696460033,0.085172067,0,-0.010661989,-0.084398332,0.996375052
-1.696460033,0.102049401,0,-0.012767993,-0.101069074,0.994797477
-1.696460033,0.118926735,0,-0.014870361,-0.117711028,0.992936547
-1.696460033,0.135804069,0,-0.016968493,-0.134319453,0.990792791
-1.696460033,0.152681403,0,-0.019061792,-0.150889619,0.98836682
-1.696460033,0.169558737,0,-0.021149661,-0.167416806,0.985659325
-1.696460033,0.186436071,0,-0.023231506,-0.183896307,0.982671077
-1.696460033,0.203313405,0,-0.025306734,-0.200323427,0.979402927
-1.696460033,0.220190738,0,-0.027374753,-0.216693487,0.975855807
-1.696460033,0.237068072,0,-0.029434976,-0.233001824,0.972030726
-1.696460033,0.253945406,0,-0.031486814,-0.249243794,0.967928774
-1.696460033,0.27082274,0,-0.033529683,-0.26541477,0.96355112
-1.696460033,0.287700074,0,-0.035563002,-0.281510146,0.95889901
-1.696460033,0.304577408,0,-0.037586191,-0.297525337,0.953973769
-1.696460033,0.321454742,0,-0.039598674,-0.313455782,0.948776801
-1.696460033,0.338332075,0,-0.041599878,-0.329296943,0.943309585
-1.696460033,0.355209409,0,-0.043589233,-0.345044307,0.93757368
-1.696460033,0.372086743,0,-0.045566172,-0.36069339,0.931570718
-1.696460033,0.388964077,0,-0.047530132,-0.376239734,0.925302409
-1.696460033,0.405841411,0,-0.049480553,-0.391678911,0.91877054
-1.696460033,0.422718745,0,-0.051416881,-0.407006523,0.91197697
-1.696460033,0.439596079,0,-0.053338563,-0.422218204,0.904923635
-1.696460033,0.456473413,0,-0.055245053,-0.437309621,0.897612544
-1.696460033,0.473350746,0,-0.057135806,-0.452276476,0.890045779
-1.696460033,0.49022808,0,-0.059010285,-0.467114506,0.882225495
-1.696460033,0.507105414,0,-0.060867956,-0.481819484,0.87415392
-1.696460033,0.523982748,0,-0.062708289,-0.496387222,0.865833354
-1.696460033,0.540860082,0,-0.064530761,-0.51081357,0.857266165
-1.696460033,0.557737416,0,-0.066334852,-0.525094419,0.848454795
-1.696460033,0.57461475,0,-0.068120048,-0.539225701,0.839401753
-1.696460033,0.591492084,0,-0.069885841,-0.553203392,0.830109617
-1.696460033,0.608369417,0,-0.071631727,-0.567023509,0.820581036
-1.696460033,0.625246751,0,-0.073357211,-0.580682117,0.810818721
-1.696460033,0.642124085,0,-0.075061799,-0.594175324,0.800825455
-1.696460033,0.659001419,0,-0.076745008,-0.607499289,0.790604084
-1.696460033,0.675878753,0,-0.078406356,-0.620650214,0.780157519
-1.696460033,0.692756087,0,-0.080045371,-0.633624355,0.769488736
-1.696460033,0.709633421,0,-0.081661586,-0.646418016,0.758600774
-1.696460033,0.726510754,0,-0.083254541,-0.659027553,0.747496733
-1.696460033,0.743388088,0,-0.084823782,-0.671449373,0.736179778
-1.696460033,0.760265422,0,-0.086368862,-0.68367994,0.72465313
-1.696460033,0.777142756,0,-0.087889341,-0.695715769,0.712920074
-1.696460033,0.79402009,0,-0.089384785,-0.707553432,0.700983952
-1.696460033,0.810897424,0,-0.09085477,-0.719189557,0.688848163
-1.696460033,0.827774758,0,-0.092298875,-0.73062083,0.676516164
-1.696460033,0.844652092,0,-0.093716691,-0.741843995,0.663991468
-1.696460033,0.861529425,0,-0.095107812,-0.752855854,0.651277642
-1.696460033,0.878406759,0,-0.096471843,-0.763653272,0.638378308
-1.696460033,0.895284093,0,-0.097808395,-0.774233173,0.625297139
-1.696460033,0.912161427,0,-0.099117088,-0.784592542,0.612037863
-1.696460033,0.929038761,0,-0.100397549,-0.794728431,0.598604254
-1.696460033,0.945916095,0,-0.101649412,-0.804637951,0.585000141
-1.696460033,0.962793429,0,-0.102872322,-0.814318279,0.571229398
-1.696460033,0.979670762,0,-0.10406593,-0.823766659,0.557295948
-1.696460033,0.996548096,0,-0.105229896,-0.8329804,0.543203758
-1.696460033,1.01342543,0,-0.106363889,-0.841956876,0.528956843
-1.696460033,1.030302764,0,-0.107467585,-0.850693531,0.514559262
-1.696460033,1.047180098,0,-0.10854067,-0.859187877,0.500015115
-1.696460033,1.064057432,0,-0.109582839,-0.867437493,0.485328545
-1.696460033,1.080934766,0,-0.110593795,-0.875440031,0.470503735
-1.696460033,1.0978121,0,-0.111573249,-0.883193211,0.455544907
-1.63362818,-0.589921287,0,0.034930091,0.555197893,0.830984469
-1.63362818,-0.573043953,0,0.034044533,0.541122359,0.840254463
-1.63362818,-0.556166619,0,0.033149279,0.526892694,0.84928512
-1.63362818,-0.539289286,0,0.032244582,0.512512949,0.858073869
-1.63362818,-0.522411952,0,0.0313307,0.497987222,0.866618206
-1.63362818,-0.505534618,0,0.030407895,0.483319648,0.874915697
-1.63362818,-0.488657284,0,0.029476428,0.468514408,0.88296398
-1.63362818,-0.47177995,0,0.028536565,0.453575716,0.890760761
-1.63362818,-0.454902616,0,0.027588574,0.43850783,0.89830382
-1.63362818,-0.438025282,0,0.026632725,0.42331504,0.905591009
-1.63362818,-0.421147949,0,0.02566929,0.408001673,0.912620251
-1.63362818,-0.404270615,0,0.024698543,0.392572093,0.919389544
-1.63362818,-0.387393281,0,0.023720761,0.377030693,0.925896961
-1.63362818,-0.370515947,0,0.022736222,0.361381901,0.932140647
-1.63362818,-0.353638613,0,0.021745207,0.345630173,0.938118825
-1.63362818,-0.336761279,0,0.020747999,0.329779997,0.943829791
-1.63362818,-0.319883945,0,0.01974488,0.313835887,0.949271919
-1.63362818,-0.303006611,0,0.018736138,0.297802385,0.954443658
-1.63362818,-0.286129278,0,0.017722059,0.281684058,0.959343536
-1.63362818,-0.269251944,0,0.016702932,0.265485496,0.963970157
-1.63362818,-0.25237461,0,0.015679047,0.249211315,0.968322203
-1.63362818,-0.235497276,0,0.014650696,0.232866148,0.972398434
-1.63362818,-0.218619942,0,0.013618172,0.216454652,0.976197689
-1.63362818,-0.201742608,0,0.01258177,0.199981502,0.979718887
-1.63362818,-0.184865274,0,0.011541783,0.18345139,0.982961024
-1.63362818,-0.167987941,0,0.010498509,0.166869024,0.985923177
-1.63362818,-0.151110607,0,0.009452245,0.150239127,0.988604501
-1.63362818,-0.134233273,0,0.008403288,0.133566437,0.991004234
-1.63362818,-0.117355939,0,0.007351938,0.116855701,0.993121691
-1.63362818,-0.100478605,0,0.006298493,0.100111681,0.994956271
-1.63362818,-0.083601271,0,0.005243255,0.083339145,0.996507449
-1.63362818,-0.066723937,0,0.004186523,0.066542871,0.997774784
-1.63362818,-0.049846603,0,0.003128598,0.049727644,0.998757915
-1.63362818,-0.03296927,0,0.002069783,0.032898252,0.999456563
-1.63362818,-0.016091936,0,0.001010377,0.016059489,0.999870528
-1.63362818,0.000785398,0,-4.93E-05,-0.000783848,0.999999692
-1.63362818,0.017662732,0,-0.001108994,-0.017626962,0.999844018
-1.63362818,0.034540066,0,-0.002168357,-0.034465055,0.999403551
-1.63362818,0.0514174,0,-0.003227103,-0.051293331,0.998678417
-1.63362818,0.068294734,0,-0.004284929,-0.068106997,0.997668821
-1.63362818,0.085172067,0,-0.005341535,-0.084901263,0.996375052
-1.63362818,0.102049401,0,-0.006396619,-0.101671347,0.994797477
-1.63362818,0.118926735,0,-0.007449881,-0.11841247,0.992936547
-1.63362818,0.135804069,0,-0.008501021,-0.135119865,0.990792791
-1.63362818,0.152681403,0,-0.00954974,-0.151788773,0.98836682
-1.63362818,0.169558737,0,-0.010595739,-0.168414446,0.985659325
-1.63362818,0.186436071,0,-0.011638719,-0.184992148,0.982671077
-1.63362818,0.203313405,0,-0.012678385,-0.201517157,0.979402927
-1.63362818,0.220190738,0,-0.013714439,-0.217984767,0.975855807
-1.63362818,0.237068072,0,-0.014746587,-0.234390286,0.972030726
-1.63362818,0.253945406,0,-0.015774534,-0.250729042,0.967928774
-1.63362818,0.27082274,0,-0.016797988,-0.266996381,0.96355112
-1.63362818,0.287700074,0,-0.017816658,-0.28318767,0.95889901
-1.63362818,0.304577408,0,-0.018830253,-0.299298296,0.953973769
-1.63362818,0.321454742,0,-0.019838484,-0.31532367,0.948776801
-1.63362818,0.338332075,0,-0.020841064,-0.331259229,0.943309585
-1.63362818,0.355209409,0,-0.021837708,-0.347100432,0.93757368
-1.63362818,0.372086743,0,-0.022828132,-0.362842768,0.931570718
-1.63362818,0.388964077,0,-0.023812054,-0.378481753,0.925302409
-1.63362818,0.405841411,0,-0.024789193,-0.394012932,0.91877054
-1.63362818,0.422718745,0,-0.025759271,-0.409431881,0.91197697
-1.63362818,0.439596079,0,-0.026722011,-0.424734209,0.904923635
-1.63362818,0.456473413,0,-0.027677141,-0.439915556,0.897612544
-1.63362818,0.473350746,0,-0.028624387,-0.454971599,0.890045779
-1.63362818,0.49022808,0,-0.029563479,-0.469898049,0.882225495
-1.63362818,0.507105414,0,-0.030494151,-0.484690654,0.87415392
-1.63362818,0.523982748,0,-0.031416137,-0.499345201,0.865833354
-1.63362818,0.540860082,0,-0.032329175,-0.513857516,0.857266165
-1.63362818,0.557737416,0,-0.033233004,-0.528223465,0.848454795
-1.63362818,0.57461475,0,-0.034127366,-0.542438955,0.839401753
-1.63362818,0.591492084,0,-0.035012009,-0.556499939,0.830109617
-1.63362818,0.608369417,0,-0.035886678,-0.570402411,0.820581036
-1.63362818,0.625246751,0,-0.036751125,-0.584142411,0.810818721
-1.63362818,0.642124085,0,-0.037605105,-0.597716025,0.800825455
-1.63362818,0.659001419,0,-0.038448373,-0.611119386,0.790604084
-1.63362818,0.675878753,0,-0.039280689,-0.624348678,0.780157519
-1.63362818,0.692756087,0,-0.040101817,-0.637400132,0.769488736
-1.63362818,0.709633421,0,-0.040911523,-0.650270031,0.758600774
-1.63362818,0.726510754,0,-0.041709575,-0.662954708,0.747496733
-1.63362818,0.743388088,0,-0.042495747,-0.675450551,0.736179778
-1.63362818,0.760265422,0,-0.043269814,-0.687754,0.72465313
-1.63362818,0.777142756,0,-0.044031557,-0.69986155,0.712920074
-1.63362818,0.79402009,0,-0.044780757,-0.711769754,0.700983952
-1.63362818,0.810897424,0,-0.045517203,-0.723475219,0.688848163
-1.63362818,0.827774758,0,-0.046240683,-0.734974611,0.676516164
-1.63362818,0.844652092,0,-0.046950992,-0.746264655,0.663991468
-1.63362818,0.861529425,0,-0.047647928,-0.757342134,0.651277642
-1.63362818,0.878406759,0,-0.048331292,-0.768203894,0.638378308
-1.63362818,0.895284093,0,-0.04900089,-0.77884684,0.625297139
-1.63362818,0.912161427,0,-0.04965653,-0.789267942,0.612037863
-1.63362818,0.929038761,0,-0.050298026,-0.79946423,0.598604254
-1.63362818,0.945916095,0,-0.050925195,-0.809432801,0.585000141
-1.63362818,0.962793429,0,-0.051537859,-0.819170815,0.571229398
-1.63362818,0.979670762,0,-0.052135843,-0.828675498,0.557295948
-1.63362818,0.996548096,0,-0.052718977,-0.837944143,0.543203758
-1.63362818,1.01342543,0,-0.053287094,-0.84697411,0.528956843
-1.63362818,1.030302764,0,-0.053840034,-0.855762827,0.514559262
-1.63362818,1.047180098,0,-0.054377637,-0.864307791,0.500015115
-1.63362818,1.064057432,0,-0.054899752,-0.872606567,0.485328545
-1.63362818,1.080934766,0,-0.055406229,-0.880656792,0.470503735
-1.63362818,1.0978121,0,-0.055896924,-0.888456173,0.455544907
-1.570796327,-0.589921287,0,-3.41E-17,0.556295616,0.830984469
-1.570796327,-0.573043953,0,-3.32E-17,0.542192252,0.840254463
-1.570796327,-0.556166619,0,-3.23E-17,0.527934452,0.84928512
-1.570796327,-0.539289286,0,-3.14E-17,0.513526276,0.858073869
-1.570796327,-0.522411952,0,-3.06E-17,0.498971828,0.866618206
-1.570796327,-0.505534618,0,-2.97E-17,0.484275255,0.874915697
-1.570796327,-0.488657284,0,-2.87E-17,0.469440742,0.88296398
-1.570796327,-0.47177995,0,-2.78E-17,0.454472514,0.890760761
-1.570796327,-0.454902616,0,-2.69E-17,0.439374836,0.89830382
-1.570796327,-0.438025282,0,-2.60E-17,0.424152007,0.905591009
-1.570796327,-0.421147949,0,-2.50E-17,0.408808363,0.912620251
-1.570796327,-0.404270615,0,-2.41E-17,0.393348276,0.919389544
-1.570796327,-0.387393281,0,-2.31E-17,0.377776148,0.925896961
-1.570796327,-0.370515947,0,-2.22E-17,0.362096415,0.932140647
-1.570796327,-0.353638613,0,-2.12E-17,0.346313544,0.938118825
-1.570796327,-0.336761279,0,-2.02E-17,0.330432029,0.943829791
-1.570796327,-0.319883945,0,-1.93E-17,0.314456395,0.949271919
-1.570796327,-0.303006611,0,-1.83E-17,0.298391192,0.954443658
-1.570796327,-0.286129278,0,-1.73E-17,0.282240996,0.959343536
-1.570796327,-0.269251944,0,-1.63E-17,0.266010407,0.963970157
-1.570796327,-0.25237461,0,-1.53E-17,0.249704049,0.968322203
-1.570796327,-0.235497276,0,-1.43E-17,0.233326565,0.972398434
-1.570796327,-0.218619942,0,-1.33E-17,0.216882621,0.976197689
-1.570796327,-0.201742608,0,-1.23E-17,0.2003769,0.979718887
-1.570796327,-0.184865274,0,-1.13E-17,0.183814105,0.982961024
-1.570796327,-0.167987941,0,-1.02E-17,0.167198953,0.985923177
-1.570796327,-0.151110607,0,-9.22E-18,0.150536176,0.988604501
-1.570796327,-0.134233273,0,-8.19E-18,0.13383052,0.991004234
-1.570796327,-0.117355939,0,-7.17E-18,0.117086745,0.993121691
-1.570796327,-0.100478605,0,-6.14E-18,0.100309619,0.994956271
-1.570796327,-0.083601271,0,-5.11E-18,0.083503921,0.996507449
-1.570796327,-0.066723937,0,-4.08E-18,0.066674438,0.997774784
-1.570796327,-0.049846603,0,-3.05E-18,0.049825964,0.998757915
-1.570796327,-0.03296927,0,-2.02E-18,0.032963297,0.999456563
-1.570796327,-0.016091936,0,-9.85E-19,0.016091241,0.999870528
-1.570796327,0.000785398,0,4.81E-20,-0.000785398,0.999999692
-1.570796327,0.017662732,0,1.08E-18,-0.017661814,0.999844018
-1.570796327,0.034540066,0,2.11E-18,-0.034533198,0.999403551
-1.570796327,0.0514174,0,3.15E-18,-0.051394747,0.998678417
-1.570796327,0.068294734,0,4.18E-18,-0.068241656,0.997668821
-1.570796327,0.085172067,0,5.21E-18,-0.085069128,0.996375052
-1.570796327,0.102049401,0,6.24E-18,-0.101872368,0.994797477
-1.570796327,0.118926735,0,7.27E-18,-0.118646592,0.992936547
-1.570796327,0.135804069,0,8.29E-18,-0.135387021,0.990792791
-1.570796327,0.152681403,0,9.31E-18,-0.152088886,0.98836682
-1.570796327,0.169558737,0,1.03E-17,-0.16874743,0.985659325
-1.570796327,0.186436071,0,1.13E-17,-0.185357909,0.982671077
-1.570796327,0.203313405,0,1.24E-17,-0.201915591,0.979402927
-1.570796327,0.220190738,0,1.34E-17,-0.21841576,0.975855807
-1.570796327,0.237068072,0,1.44E-17,-0.234853716,0.972030726
-1.570796327,0.253945406,0,1.54E-17,-0.251224777,0.967928774
-1.570796327,0.27082274,0,1.64E-17,-0.267524279,0.96355112
-1.570796327,0.287700074,0,1.74E-17,-0.283747581,0.95889901
-1.570796327,0.304577408,0,1.84E-17,-0.29989006,0.953973769
-1.570796327,0.321454742,0,1.93E-17,-0.31594712,0.948776801
-1.570796327,0.338332075,0,2.03E-17,-0.331914185,0.943309585
-1.570796327,0.355209409,0,2.13E-17,-0.34778671,0.93757368
-1.570796327,0.372086743,0,2.23E-17,-0.363560171,0.931570718
-1.570796327,0.388964077,0,2.32E-17,-0.379230077,0.925302409
-1.570796327,0.405841411,0,2.42E-17,-0.394791964,0.91877054
-1.570796327,0.422718745,0,2.51E-17,-0.410241399,0.91197697
-1.570796327,0.439596079,0,2.61E-17,-0.425573982,0.904923635
-1.570796327,0.456473413,0,2.70E-17,-0.440785345,0.897612544
-1.570796327,0.473350746,0,2.79E-17,-0.455871157,0.890045779
-1.570796327,0.49022808,0,2.88E-17,-0.470827119,0.882225495
-1.570796327,0.507105414,0,2.97E-17,-0.485648971,0.87415392
-1.570796327,0.523982748,0,3.06E-17,-0.500332493,0.865833354
-1.570796327,0.540860082,0,3.15E-17,-0.514873501,0.857266165
-1.570796327,0.557737416,0,3.24E-17,-0.529267854,0.848454795
-1.570796327,0.57461475,0,3.33E-17,-0.543511451,0.839401753
-1.570796327,0.591492084,0,3.41E-17,-0.557600236,0.830109617
-1.570796327,0.608369417,0,3.50E-17,-0.571530195,0.820581036
-1.570796327,0.625246751,0,3.58E-17,-0.585297361,0.810818721
-1.570796327,0.642124085,0,3.67E-17,-0.598897813,0.800825455
-1.570796327,0.659001419,0,3.75E-17,-0.612327675,0.790604084
-1.570796327,0.675878753,0,3.83E-17,-0.625583124,0.780157519
-1.570796327,0.692756087,0,3.91E-17,-0.638660383,0.769488736
-1.570796327,0.709633421,0,3.99E-17,-0.651555727,0.758600774
-1.570796327,0.726510754,0,4.07E-17,-0.664265484,0.747496733
-1.570796327,0.743388088,0,4.14E-17,-0.676786033,0.736179778
-1.570796327,0.760265422,0,4.22E-17,-0.689113808,0.72465313
-1.570796327,0.777142756,0,4.29E-17,-0.701245298,0.712920074
-1.570796327,0.79402009,0,4.37E-17,-0.713177046,0.700983952
-1.570796327,0.810897424,0,4.44E-17,-0.724905655,0.688848163
-1.570796327,0.827774758,0,4.51E-17,-0.736427783,0.676516164
-1.570796327,0.844652092,0,4.58E-17,-0.747740149,0.663991468
-1.570796327,0.861529425,0,4.65E-17,-0.758839531,0.651277642
-1.570796327,0.878406759,0,4.71E-17,-0.769722766,0.638378308
-1.570796327,0.895284093,0,4.78E-17,-0.780386755,0.625297139
-1.570796327,0.912161427,0,4.84E-17,-0.790828461,0.612037863
-1.570796327,0.929038761,0,4.90E-17,-0.801044909,0.598604254
-1.570796327,0.945916095,0,4.97E-17,-0.81103319,0.585000141
-1.570796327,0.962793429,0,5.03E-17,-0.820790457,0.571229398
-1.570796327,0.979670762,0,5.08E-17,-0.830313933,0.557295948
-1.570796327,0.996548096,0,5.14E-17,-0.839600904,0.543203758
-1.570796327,1.01342543,0,5.20E-17,-0.848648725,0.528956843
-1.570796327,1.030302764,0,5.25E-17,-0.857454819,0.514559262
-1.570796327,1.047180098,0,5.30E-17,-0.866016677,0.500015115
-1.570796327,1.064057432,0,5.35E-17,-0.874331861,0.485328545
-1.570796327,1.080934766,0,5.40E-17,-0.882398003,0.470503735
-1.570796327,1.0978121,0,5.45E-17,-0.890212805,0.455544907
-1.507964474,-0.589921287,0,-0.034930091,0.555197893,0.830984469
-1.507964474,-0.573043953,0,-0.034044533,0.541122359,0.840254463
-1.507964474,-0.556166619,0,-0.033149279,0.526892694,0.84928512
-1.507964474,-0.539289286,0,-0.032244582,0.512512949,0.858073869
-1.507964474,-0.522411952,0,-0.0313307,0.497987222,0.866618206
-1.507964474,-0.505534618,0,-0.030407895,0.483319648,0.874915697
-1.507964474,-0.488657284,0,-0.029476428,0.468514408,0.88296398
-1.507964474,-0.47177995,0,-0.028536565,0.453575716,0.890760761
-1.507964474,-0.454902616,0,-0.027588574,0.43850783,0.89830382
-1.507964474,-0.438025282,0,-0.026632725,0.42331504,0.905591009
-1.507964474,-0.421147949,0,-0.02566929,0.408001673,0.912620251
-1.507964474,-0.404270615,0,-0.024698543,0.392572093,0.919389544
-1.507964474,-0.387393281,0,-0.023720761,0.377030693,0.925896961
-1.507964474,-0.370515947,0,-0.022736222,0.361381901,0.932140647
-1.507964474,-0.353638613,0,-0.021745207,0.345630173,0.938118825
-1.507964474,-0.336761279,0,-0.020747999,0.329779997,0.943829791
-1.507964474,-0.319883945,0,-0.01974488,0.313835887,0.949271919
-1.507964474,-0.303006611,0,-0.018736138,0.297802385,0.954443658
-1.507964474,-0.286129278,0,-0.017722059,0.281684058,0.959343536
-1.507964474,-0.269251944,0,-0.016702932,0.265485496,0.963970157
-1.507964474,-0.25237461,0,-0.015679047,0.249211315,0.968322203
-1.507964474,-0.235497276,0,-0.014650696,0.232866148,0.972398434
-1.507964474,-0.218619942,0,-0.013618172,0.216454652,0.976197689
-1.507964474,-0.201742608,0,-0.01258177,0.199981502,0.979718887
-1.507964474,-0.184865274,0,-0.011541783,0.18345139,0.982961024
-1.507964474,-0.167987941,0,-0.010498509,0.166869024,0.985923177
-1.507964474,-0.151110607,0,-0.009452245,0.150239127,0.988604501
-1.507964474,-0.134233273,0,-0.008403288,0.133566437,0.991004234
-1.507964474,-0.117355939,0,-0.007351938,0.116855701,0.993121691
-1.507964474,-0.100478605,0,-0.006298493,0.100111681,0.994956271
-1.507964474,-0.083601271,0,-0.005243255,0.083339145,0.996507449
-1.507964474,-0.066723937,0,-0.004186523,0.066542871,0.997774784
-1.507964474,-0.049846603,0,-0.003128598,0.049727644,0.998757915
-1.507964474,-0.03296927,0,-0.002069783,0.032898252,0.999456563
-1.507964474,-0.016091936,0,-0.001010377,0.016059489,0.999870528
-1.507964474,0.000785398,0,4.93E-05,-0.000783848,0.999999692
-1.507964474,0.017662732,0,0.001108994,-0.017626962,0.999844018
-1.507964474,0.034540066,0,0.002168357,-0.034465055,0.999403551
-1.507964474,0.0514174,0,0.003227103,-0.051293331,0.998678417
-1.507964474,0.068294734,0,0.004284929,-0.068106997,0.997668821
-1.507964474,0.085172067,0,0.005341535,-0.084901263,0.996375052
-1.507964474,0.102049401,0,0.006396619,-0.101671347,0.994797477
-1.507964474,0.118926735,0,0.007449881,-0.11841247,0.992936547
-1.507964474,0.135804069,0,0.008501021,-0.135119865,0.990792791
-1.507964474,0.152681403,0,0.00954974,-0.151788773,0.98836682
-1.507964474,0.169558737,0,0.010595739,-0.168414446,0.985659325
-1.507964474,0.186436071,0,0.011638719,-0.184992148,0.982671077
-1.507964474,0.203313405,0,0.012678385,-0.201517157,0.979402927
-1.507964474,0.220190738,0,0.013714439,-0.217984767,0.975855807
-1.507964474,0.237068072,0,0.014746587,-0.234390286,0.972030726
-1.507964474,0.253945406,0,0.015774534,-0.250729042,0.967928774
-1.507964474,0.27082274,0,0.016797988,-0.266996381,0.96355112
-1.507964474,0.287700074,0,0.017816658,-0.28318767,0.95889901
-1.507964474,0.304577408,0,0.018830253,-0.299298296,0.953973769
-1.507964474,0.321454742,0,0.019838484,-0.31532367,0.948776801
-1.507964474,0.338332075,0,0.020841064,-0.331259229,0.943309585
-1.507964474,0.355209409,0,0.021837708,-0.347100432,0.93757368
-1.507964474,0.372086743,0,0.022828132,-0.362842768,0.931570718
-1.507964474,0.388964077,0,0.023812054,-0.378481753,0.925302409
-1.507964474,0.405841411,0,0.024789193,-0.394012932,0.91877054
-1.507964474,0.422718745,0,0.025759271,-0.409431881,0.91197697
-1.507964474,0.439596079,0,0.026722011,-0.424734209,0.904923635
-1.507964474,0.456473413,0,0.027677141,-0.439915556,0.897612544
-1.507964474,0.473350746,0,0.028624387,-0.454971599,0.890045779
-1.507964474,0.49022808,0,0.029563479,-0.469898049,0.882225495
-1.507964474,0.507105414,0,0.030494151,-0.484690654,0.87415392
-1.507964474,0.523982748,0,0.031416137,-0.499345201,0.865833354
-1.507964474,0.540860082,0,0.032329175,-0.513857516,0.857266165
-1.507964474,0.557737416,0,0.033233004,-0.528223465,0.848454795
-1.507964474,0.57461475,0,0.034127366,-0.542438955,0.839401753
-1.507964474,0.591492084,0,0.035012009,-0.556499939,0.830109617
-1.507964474,0.608369417,0,0.035886678,-0.570402411,0.820581036
-1.507964474,0.625246751,0,0.036751125,-0.584142411,0.810818721
-1.507964474,0.642124085,0,0.037605105,-0.597716025,0.800825455
-1.507964474,0.659001419,0,0.038448373,-0.611119386,0.790604084
-1.507964474,0.675878753,0,0.039280689,-0.624348678,0.780157519
-1.507964474,0.692756087,0,0.040101817,-0.637400132,0.769488736
-1.507964474,0.709633421,0,0.040911523,-0.650270031,0.758600774
-1.507964474,0.726510754,0,0.041709575,-0.662954708,0.747496733
-1.507964474,0.743388088,0,0.042495747,-0.675450551,0.736179778
-1.507964474,0.760265422,0,0.043269814,-0.687754,0.72465313
-1.507964474,0.777142756,0,0.044031557,-0.69986155,0.712920074
-1.507964474,0.79402009,0,0.044780757,-0.711769754,0.700983952
-1.507964474,0.810897424,0,0.045517203,-0.723475219,0.688848163
